2017/11/08 19:41:11 [INFO] Terraform version: 0.10.0  2041053ee9444fa8175a298093b55a89586a1823
2017/11/08 19:41:11 [INFO] Go runtime version: go1.8
2017/11/08 19:41:11 [INFO] CLI args: []string{"/Users/heguimin/Projects/go/bin/terraform", "plan"}
2017/11/08 19:41:11 [DEBUG] Attempting to open CLI config file: /Users/heguimin/.terraformrc
2017/11/08 19:41:11 [DEBUG] File doesn't exist, but doesn't need to. Ignoring.
2017/11/08 19:41:11 [INFO] CLI command args: []string{"plan"}
2017/11/08 19:41:11 [INFO] command: empty terraform config, returning nil
2017/11/08 19:41:11 [DEBUG] command: no data state file found for backend config
2017/11/08 19:41:11 [DEBUG] New state was assigned lineage "cf6c2c79-da72-4be6-84c7-9a4b939492b5"
2017/11/08 19:41:11 [INFO] command: backend initialized: <nil>
2017/11/08 19:42:13 [DEBUG] root: eval: *terraform.EvalGetProvider
2017/11/08 19:42:13 [DEBUG] root: eval: *terraform.EvalReadDataDiff
2017/11/08 19:42:13 [DEBUG] root: eval: *terraform.EvalReadDataApply
2017/11/08 19:42:14 [DEBUG] plugin: terraform-provider-alicloud: 2017/11/08 19:42:14 [DEBUG] alicloud_instance_type - Types found: []ecs.InstanceTypeItemType{ecs.InstanceTypeItemType{InstanceTypeId:"ecs.n4.large", CpuCoreCount:2, MemorySize:4, InstanceTypeFamily:"ecs.n4"}, ecs.InstanceTypeItemType{InstanceTypeId:"ecs.sn1ne.large", CpuCoreCount:2, MemorySize:4, InstanceTypeFamily:"ecs.sn1ne"}, ecs.InstanceTypeItemType{InstanceTypeId:"ecs.c5.large", CpuCoreCount:2, MemorySize:4, InstanceTypeFamily:"ecs.c5"}, ecs.InstanceTypeItemType{InstanceTypeId:"ecs.hfc5.large", CpuCoreCount:2, MemorySize:4, InstanceTypeFamily:"ecs.hfc5"}}
2017/11/08 19:42:14 [DEBUG] plugin: terraform-provider-alicloud: 2017/11/08 19:42:14 [DEBUG] alicloud_instance_type - adding type mapping: map[family:ecs.n4 id:ecs.n4.large cpu_core_count:2 memory_size:4]
2017/11/08 19:42:14 [DEBUG] plugin: terraform-provider-alicloud: 2017/11/08 19:42:14 [DEBUG] alicloud_instance_type - adding type mapping: map[id:ecs.sn1ne.large cpu_core_count:2 memory_size:4 family:ecs.sn1ne]
2017/11/08 19:42:14 [DEBUG] plugin: terraform-provider-alicloud: 2017/11/08 19:42:14 [DEBUG] alicloud_instance_type - adding type mapping: map[id:ecs.c5.large cpu_core_count:2 memory_size:4 family:ecs.c5]
2017/11/08 19:42:14 [DEBUG] plugin: terraform-provider-alicloud: 2017/11/08 19:42:14 [DEBUG] alicloud_instance_type - adding type mapping: map[id:ecs.hfc5.large cpu_core_count:2 memory_size:4 family:ecs.hfc5]
2017/11/08 19:42:14 [DEBUG] root: eval: *terraform.EvalWriteState
2017/11/08 19:42:14 [DEBUG] root: eval: *terraform.EvalUpdateStateHook
2017/11/08 19:42:14 [TRACE] [walkRefresh] Exiting eval tree: data.alicloud_instance_types.1c2g
2017/11/08 19:42:14 [DEBUG] dag/walk: walking "data.alicloud_zones.default"
2017/11/08 19:42:14 [DEBUG] vertex 'root.data.alicloud_zones.default': walking
2017/11/08 19:42:14 [DEBUG] vertex 'root.data.alicloud_zones.default': evaluating
2017/11/08 19:42:14 [TRACE] [walkRefresh] Entering eval tree: data.alicloud_zones.default
2017/11/08 19:42:14 [DEBUG] root: eval: *terraform.EvalSequence
2017/11/08 19:42:14 [DEBUG] root: eval: *terraform.EvalInterpolate
2017/11/08 19:42:14 [DEBUG] root: eval: *terraform.EvalCountCheckComputed
2017/11/08 19:42:14 [DEBUG] root: eval: *terraform.EvalIf
2017/11/08 19:42:14 [DEBUG] root: eval: *terraform.EvalCountFixZeroOneBoundary
2017/11/08 19:42:14 [TRACE] [walkRefresh] Exiting eval tree: data.alicloud_zones.default
2017/11/08 19:42:14 [DEBUG] vertex 'root.data.alicloud_zones.default': expanding/walking dynamic subgraph
2017/11/08 19:42:14 [TRACE] Graph after step *terraform.ResourceCountTransformer:

data.alicloud_zones.default - *terraform.NodeRefreshableDataResourceInstance
2017/11/08 19:42:14 [TRACE] OrphanResourceCount: Starting...
2017/11/08 19:42:14 [TRACE] Graph after step *terraform.OrphanResourceCountTransformer:

data.alicloud_zones.default - *terraform.NodeRefreshableDataResourceInstance
2017/11/08 19:42:14 [DEBUG] Resource state not found for "data.alicloud_zones.default": data.alicloud_zones.default
2017/11/08 19:42:14 [TRACE] Graph after step *terraform.AttachStateTransformer:

data.alicloud_zones.default - *terraform.NodeRefreshableDataResourceInstance
2017/11/08 19:42:14 [TRACE] Graph after step *terraform.TargetsTransformer:

data.alicloud_zones.default - *terraform.NodeRefreshableDataResourceInstance
2017/11/08 19:42:14 [DEBUG] ReferenceTransformer: "data.alicloud_zones.default" references: []
2017/11/08 19:42:14 [TRACE] Graph after step *terraform.ReferenceTransformer:

data.alicloud_zones.default - *terraform.NodeRefreshableDataResourceInstance
2017/11/08 19:42:14 [TRACE] Graph after step *terraform.RootTransformer:

data.alicloud_zones.default - *terraform.NodeRefreshableDataResourceInstance
2017/11/08 19:42:14 [DEBUG] dag/walk: added new vertex: "data.alicloud_zones.default"
2017/11/08 19:42:14 [DEBUG] dag/walk: walking "data.alicloud_zones.default"
2017/11/08 19:42:14 [DEBUG] vertex 'root.data.alicloud_zones.default': walking
2017/11/08 19:42:14 [DEBUG] vertex 'root.data.alicloud_zones.default': evaluating
2017/11/08 19:42:14 [TRACE] [walkRefresh] Entering eval tree: data.alicloud_zones.default
2017/11/08 19:42:14 [DEBUG] root: eval: *terraform.EvalSequence
2017/11/08 19:42:14 [DEBUG] root: eval: *terraform.EvalWriteState
2017/11/08 19:42:14 [DEBUG] root: eval: *terraform.EvalInterpolate
2017/11/08 19:42:14 [DEBUG] root: eval: *terraform.EvalIf
2017/11/08 19:42:14 [DEBUG] root: eval: terraform.EvalNoop
2017/11/08 19:42:14 [DEBUG] root: eval: *terraform.EvalGetProvider
2017/11/08 19:42:14 [DEBUG] root: eval: *terraform.EvalReadDataDiff
2017/11/08 19:42:14 [DEBUG] root: eval: *terraform.EvalReadDataApply
2017/11/08 19:42:14 [DEBUG] plugin: terraform-provider-alicloud: 2017/11/08 19:42:14 [DEBUG] alicloud_zones - Zones found: []ecs.ZoneType{ecs.ZoneType{ZoneId:"cn-qingdao-c", LocalName:"华北 1 可用区 C", AvailableResources:ecs.ResourcesInfoType{ResourcesInfo:[]ecs.AvailableResourcesType{ecs.AvailableResourcesType{IoOptimized:true, NetworkTypes:map[ecs.SupportedResourceType][]string{"supportedNetworkCategory":[]string{"vpc"}}, InstanceGenerations:map[ecs.SupportedResourceType][]string{"supportedInstanceGeneration":[]string{"ecs-3", "ecs-2", "ecs-4"}}, InstanceTypeFamilies:map[ecs.SupportedResourceType][]string{"supportedInstanceTypeFamily":[]string{"ecs.hfc5", "ecs.gn5", "ecs.sn1ne", "ecs.hfg5", "ecs.t5", "ecs.mn4", "ecs.sn1", "ecs.sn2", "ecs.r5", "ecs.gn5t", "ecs.xn4", "ecs.n4", "ecs.se1ne", "ecs.e4", "ecs.se1", "ecs.i2", "ecs.g5", "ecs.d1ne", "ecs.sn2ne", "ecs.c5"}}, InstanceTypes:map[ecs.SupportedResourceType][]string{"supportedInstanceType":[]string{"ecs.c5.large", "ecs.hfc5.xlarge", "ecs.r5.large", "ecs.hfg5.8xlarge", "ecs.sn2.7xlarge", "ecs.sn2ne.14xlarge", "ecs.sn2.medium", "ecs.d1ne.4xlarge", "ecs.n4.xlarge", "ecs.se1.large", "ecs.t5-c1m2.2xlarge", "ecs.gn5-c8g1.8xlarge", "ecs.xn4.small", "ecs.sn2ne.8xlarge", "ecs.mn4.large", "ecs.sn1.7xlarge", "ecs.mn4.8xlarge", "ecs.r5.22xlarge", "ecs.n4.2xlarge", "ecs.hfg5.4xlarge", "ecs.hfc5.2xlarge", "ecs.g5.large", "ecs.i2.16xlarge", "ecs.se1.8xlarge", "ecs.t5-lc1m2.small", "ecs.sn2.3xlarge", "ecs.i2.xlarge", "ecs.t5-lc1m1.small", "ecs.t5-c1m4.2xlarge", "ecs.se1ne.large", "ecs.i2.2xlarge", "ecs.sn1.large", "ecs.mn4.xlarge", "ecs.hfg5.large", "ecs.g5.4xlarge", "ecs.g5.xlarge", "ecs.hfc5.4xlarge", "ecs.r5.8xlarge", "ecs.se1ne.xlarge", "ecs.se1ne.4xlarge", "ecs.sn1.medium", "ecs.n4.8xlarge", "ecs.e4.xlarge", "ecs.n4.large", "ecs.d1ne.6xlarge", "ecs.t5-lc1m4.large", "ecs.g5.16xlarge", "ecs.se1.4xlarge", "ecs.t5-c1m2.xlarge", "ecs.t5-c1m1.large", "ecs.i2.8xlarge", "ecs.hfc5.6xlarge", "ecs.i2.4xlarge", "ecs.t5-c1m1.2xlarge", "ecs.t5-lc2m1.nano", "ecs.sn1.xlarge", "ecs.d1ne.2xlarge", "ecs.gn5-c8g1.14xlarge", "ecs.hfc5.8xlarge", "ecs.n4.4xlarge", "ecs.r5.xlarge", "ecs.r5.16xlarge", "ecs.hfg5.6xlarge", "ecs.se1ne.2xlarge", "ecs.hfg5.xlarge", "ecs.c5.16xlarge", "ecs.se1.14xlarge", "ecs.d1ne.8xlarge", "ecs.sn2ne.4xlarge", "ecs.sn1ne.8xlarge", "ecs.mn4.2xlarge", "ecs.sn2ne.large", "ecs.sn2ne.xlarge", "ecs.e4.4xlarge", "ecs.sn1ne.2xlarge", "ecs.e4.small", "ecs.c5.8xlarge", "ecs.sn2ne.2xlarge", "ecs.t5-c1m4.large", "ecs.n4.small", "ecs.gn5t.7xlarge", "ecs.sn1ne.xlarge", "ecs.t5-lc1m2.large", "ecs.sn2.large", "ecs.g5.6xlarge", "ecs.t5-c1m2.large", "ecs.se1.xlarge", "ecs.r5.4xlarge", "ecs.r5.2xlarge", "ecs.d1ne.14xlarge", "ecs.e4.large", "ecs.se1.2xlarge", "ecs.se1ne.14xlarge", "ecs.gn5t.14xlarge", "ecs.sn2.xlarge", "ecs.e4.2xlarge", "ecs.t5-c1m1.xlarge", "ecs.sn1ne.large", "ecs.t5-c1m4.xlarge", "ecs.sn1.3xlarge", "ecs.hfg5.2xlarge", "ecs.c5.6xlarge", "ecs.g5.2xlarge", "ecs.c5.2xlarge", "ecs.c5.4xlarge", "ecs.sn2.13xlarge", "ecs.hfg5.14xlarge", "ecs.sn1ne.4xlarge", "ecs.r5.6xlarge", "ecs.mn4.4xlarge", "ecs.c5.xlarge", "ecs.hfc5.large", "ecs.se1ne.8xlarge", "ecs.mn4.small", "ecs.g5.8xlarge"}}, SystemDiskCategories:map[ecs.SupportedResourceType][]ecs.DiskCategory{"supportedSystemDiskCategory":[]ecs.DiskCategory{"cloud_ssd", "cloud_efficiency"}}, DataDiskCategories:map[ecs.SupportedResourceType][]ecs.DiskCategory{"supportedDataDiskCategory":[]ecs.DiskCategory{"cloud_ssd", "cloud_efficiency"}}}}}, AvailableInstanceTypes:ecs.AvailableInstanceTypesType{InstanceTypes:[]string{"ecs.c5.large", "ecs.hfc5.xlarge", "ecs.r5.large", "ecs.hfg5.8xlarge", "ecs.sn2.7xlarge", "ecs.sn2ne.14xlarge", "ecs.sn2.medium", "ecs.d1ne.4xlarge", "ecs.n4.xlarge", "ecs.se1.large", "ecs.t5-c1m2.2xlarge", "ecs.gn5-c8g1.8xlarge", "ecs.xn4.small", "ecs.sn2ne.8xlarge", "ecs.mn4.large", "ecs.sn1.7xlarge", "ecs.mn4.8xlarge", "ecs.r5.22xlarge", "ecs.n4.2xlarge", "ecs.hfg5.4xlarge", "ecs.hfc5.2xlarge", "ecs.g5.large", "ecs.i2.16xlarge", "ecs.se1.8xlarge", "ecs.t5-lc1m2.small", "ecs.sn2.3xlarge", "ecs.i2.xlarge", "ecs.t5-lc1m1.small", "ecs.t5-c1m4.2xlarge", "ecs.se1ne.large", "ecs.i2.2xlarge", "ecs.sn1.large", "ecs.mn4.xlarge", "ecs.hfg5.large", "ecs.g5.4xlarge", "ecs.g5.xlarge", "ecs.hfc5.4xlarge", "ecs.r5.8xlarge", "ecs.se1ne.xlarge", "ecs.se1ne.4xlarge", "ecs.sn1.medium", "ecs.n4.8xlarge", "ecs.e4.xlarge", "ecs.n4.large", "ecs.d1ne.6xlarge", "ecs.t5-lc1m4.large", "ecs.g5.16xlarge", "ecs.se1.4xlarge", "ecs.t5-c1m2.xlarge", "ecs.t5-c1m1.large", "ecs.i2.8xlarge", "ecs.hfc5.6xlarge", "ecs.i2.4xlarge", "ecs.t5-c1m1.2xlarge", "ecs.t5-lc2m1.nano", "ecs.sn1.xlarge", "ecs.d1ne.2xlarge", "ecs.gn5-c8g1.14xlarge", "ecs.hfc5.8xlarge", "ecs.n4.4xlarge", "ecs.r5.xlarge", "ecs.r5.16xlarge", "ecs.hfg5.6xlarge", "ecs.se1ne.2xlarge", "ecs.hfg5.xlarge", "ecs.c5.16xlarge", "ecs.se1.14xlarge", "ecs.d1ne.8xlarge", "ecs.sn2ne.4xlarge", "ecs.sn1ne.8xlarge", "ecs.mn4.2xlarge", "ecs.sn2ne.large", "ecs.sn2ne.xlarge", "ecs.e4.4xlarge", "ecs.sn1ne.2xlarge", "ecs.e4.small", "ecs.c5.8xlarge", "ecs.sn2ne.2xlarge", "ecs.t5-c1m4.large", "ecs.n4.small", "ecs.gn5t.7xlarge", "ecs.sn1ne.xlarge", "ecs.t5-lc1m2.large", "ecs.sn2.large", "ecs.g5.6xlarge", "ecs.t5-c1m2.large", "ecs.se1.xlarge", "ecs.r5.4xlarge", "ecs.r5.2xlarge", "ecs.d1ne.14xlarge", "ecs.e4.large", "ecs.se1.2xlarge", "ecs.se1ne.14xlarge", "ecs.gn5t.14xlarge", "ecs.sn2.xlarge", "ecs.e4.2xlarge", "ecs.t5-c1m1.xlarge", "ecs.sn1ne.large", "ecs.t5-c1m4.xlarge", "ecs.sn1.3xlarge", "ecs.hfg5.2xlarge", "ecs.c5.6xlarge", "ecs.g5.2xlarge", "ecs.c5.2xlarge", "ecs.c5.4xlarge", "ecs.sn2.13xlarge", "ecs.hfg5.14xlarge", "ecs.sn1ne.4xlarge", "ecs.r5.6xlarge", "ecs.mn4.4xlarge", "ecs.c5.xlarge", "ecs.hfc5.large", "ecs.se1ne.8xlarge", "ecs.mn4.small", "ecs.g5.8xlarge"}}, AvailableResourceCreation:ecs.AvailableResourceCreationType{ResourceTypes:[]ecs.ResourceType{"VSwitch", "IoOptimized", "Instance", "Disk"}}, AvailableDiskCategories:ecs.AvailableDiskCategoriesType{DiskCategories:[]ecs.DiskCategory{"cloud_ssd", "cloud_efficiency"}}}}
2017/11/08 19:42:14 [DEBUG] plugin: terraform-provider-alicloud: 2017/11/08 19:42:14 [DEBUG] alicloud_zones - adding zone mapping: map[available_disk_categories:[cloud_ssd cloud_efficiency] id:cn-qingdao-c local_name:华北 1 可用区 C available_instance_types:[ecs.c5.large ecs.hfc5.xlarge ecs.r5.large ecs.hfg5.8xlarge ecs.sn2.7xlarge ecs.sn2ne.14xlarge ecs.sn2.medium ecs.d1ne.4xlarge ecs.n4.xlarge ecs.se1.large ecs.t5-c1m2.2xlarge ecs.gn5-c8g1.8xlarge ecs.xn4.small ecs.sn2ne.8xlarge ecs.mn4.large ecs.sn1.7xlarge ecs.mn4.8xlarge ecs.r5.22xlarge ecs.n4.2xlarge ecs.hfg5.4xlarge ecs.hfc5.2xlarge ecs.g5.large ecs.i2.16xlarge ecs.se1.8xlarge ecs.t5-lc1m2.small ecs.sn2.3xlarge ecs.i2.xlarge ecs.t5-lc1m1.small ecs.t5-c1m4.2xlarge ecs.se1ne.large ecs.i2.2xlarge ecs.sn1.large ecs.mn4.xlarge ecs.hfg5.large ecs.g5.4xlarge ecs.g5.xlarge ecs.hfc5.4xlarge ecs.r5.8xlarge ecs.se1ne.xlarge ecs.se1ne.4xlarge ecs.sn1.medium ecs.n4.8xlarge ecs.e4.xlarge ecs.n4.large ecs.d1ne.6xlarge ecs.t5-lc1m4.large ecs.g5.16xlarge ecs.se1.4xlarge ecs.t5-c1m2.xlarge ecs.t5-c1m1.large ecs.i2.8xlarge ecs.hfc5.6xlarge ecs.i2.4xlarge ecs.t5-c1m1.2xlarge ecs.t5-lc2m1.nano ecs.sn1.xlarge ecs.d1ne.2xlarge ecs.gn5-c8g1.14xlarge ecs.hfc5.8xlarge ecs.n4.4xlarge ecs.r5.xlarge ecs.r5.16xlarge ecs.hfg5.6xlarge ecs.se1ne.2xlarge ecs.hfg5.xlarge ecs.c5.16xlarge ecs.se1.14xlarge ecs.d1ne.8xlarge ecs.sn2ne.4xlarge ecs.sn1ne.8xlarge ecs.mn4.2xlarge ecs.sn2ne.large ecs.sn2ne.xlarge ecs.e4.4xlarge ecs.sn1ne.2xlarge ecs.e4.small ecs.c5.8xlarge ecs.sn2ne.2xlarge ecs.t5-c1m4.large ecs.n4.small ecs.gn5t.7xlarge ecs.sn1ne.xlarge ecs.t5-lc1m2.large ecs.sn2.large ecs.g5.6xlarge ecs.t5-c1m2.large ecs.se1.xlarge ecs.r5.4xlarge ecs.r5.2xlarge ecs.d1ne.14xlarge ecs.e4.large ecs.se1.2xlarge ecs.se1ne.14xlarge ecs.gn5t.14xlarge ecs.sn2.xlarge ecs.e4.2xlarge ecs.t5-c1m1.xlarge ecs.sn1ne.large ecs.t5-c1m4.xlarge ecs.sn1.3xlarge ecs.hfg5.2xlarge ecs.c5.6xlarge ecs.g5.2xlarge ecs.c5.2xlarge ecs.c5.4xlarge ecs.sn2.13xlarge ecs.hfg5.14xlarge ecs.sn1ne.4xlarge ecs.r5.6xlarge ecs.mn4.4xlarge ecs.c5.xlarge ecs.hfc5.large ecs.se1ne.8xlarge ecs.mn4.small ecs.g5.8xlarge] available_resource_creation:[VSwitch IoOptimized Instance Disk]]
2017/11/08 19:42:14 [DEBUG] root: eval: *terraform.EvalWriteState
2017/11/08 19:42:14 [DEBUG] root: eval: *terraform.EvalUpdateStateHook
2017/11/08 19:42:14 [TRACE] [walkRefresh] Exiting eval tree: data.alicloud_zones.default
2017/11/08 19:42:14 [DEBUG] dag/walk: walking "provider.alicloud (close)"
2017/11/08 19:42:14 [DEBUG] vertex 'root.provider.alicloud (close)': walking
2017/11/08 19:42:14 [DEBUG] vertex 'root.provider.alicloud (close)': evaluating
2017/11/08 19:42:14 [TRACE] [walkRefresh] Entering eval tree: provider.alicloud (close)
2017/11/08 19:42:14 [DEBUG] root: eval: *terraform.EvalCloseProvider
2017/11/08 19:42:14 [TRACE] [walkRefresh] Exiting eval tree: provider.alicloud (close)
2017/11/08 19:42:14 [DEBUG] dag/walk: walking "root"
2017/11/08 19:42:14 [DEBUG] vertex 'root.root': walking
2017/11/08 19:42:14 [INFO] backend/local: apply calling Plan
2017/11/08 19:42:14 [INFO] terraform: building graph: GraphTypePlan
2017/11/08 19:42:14 [TRACE] ConfigTransformer: Starting for path: []
2017/11/08 19:42:14 [TRACE] Graph after step *terraform.ConfigTransformer:

alicloud_eip.default - *terraform.NodePlannableResource
alicloud_security_group.default - *terraform.NodePlannableResource
alicloud_security_group_rule.all-in - *terraform.NodePlannableResource
alicloud_security_group_rule.boshagent - *terraform.NodePlannableResource
alicloud_security_group_rule.boshtarget - *terraform.NodePlannableResource
alicloud_security_group_rule.http-out - *terraform.NodePlannableResource
alicloud_security_group_rule.ssh - *terraform.NodePlannableResource
alicloud_vpc.default - *terraform.NodePlannableResource
alicloud_vswitch.default - *terraform.NodePlannableResource
data.alicloud_instance_types.1c2g - *terraform.NodePlannableResource
data.alicloud_zones.default - *terraform.NodePlannableResource
2017/11/08 19:42:14 [TRACE] Graph after step *terraform.OutputTransformer:

alicloud_eip.default - *terraform.NodePlannableResource
alicloud_security_group.default - *terraform.NodePlannableResource
alicloud_security_group_rule.all-in - *terraform.NodePlannableResource
alicloud_security_group_rule.boshagent - *terraform.NodePlannableResource
alicloud_security_group_rule.boshtarget - *terraform.NodePlannableResource
alicloud_security_group_rule.http-out - *terraform.NodePlannableResource
alicloud_security_group_rule.ssh - *terraform.NodePlannableResource
alicloud_vpc.default - *terraform.NodePlannableResource
alicloud_vswitch.default - *terraform.NodePlannableResource
data.alicloud_instance_types.1c2g - *terraform.NodePlannableResource
data.alicloud_zones.default - *terraform.NodePlannableResource
2017/11/08 19:42:14 [TRACE] Graph after step *terraform.OrphanResourceTransformer:

alicloud_eip.default - *terraform.NodePlannableResource
alicloud_security_group.default - *terraform.NodePlannableResource
alicloud_security_group_rule.all-in - *terraform.NodePlannableResource
alicloud_security_group_rule.boshagent - *terraform.NodePlannableResource
alicloud_security_group_rule.boshtarget - *terraform.NodePlannableResource
alicloud_security_group_rule.http-out - *terraform.NodePlannableResource
alicloud_security_group_rule.ssh - *terraform.NodePlannableResource
alicloud_vpc.default - *terraform.NodePlannableResource
alicloud_vswitch.default - *terraform.NodePlannableResource
data.alicloud_instance_types.1c2g - *terraform.NodePlannableResource
data.alicloud_zones.default - *terraform.NodePlannableResource
2017/11/08 19:42:14 [TRACE] AttachResourceConfigTransformer: Beginning...
2017/11/08 19:42:14 [TRACE] AttachResourceConfigTransformer: Attach resource config request: data.alicloud_zones.default
2017/11/08 19:42:14 [TRACE] Attaching resource config: &config.Resource{Mode:1, Name:"default", Type:"alicloud_zones", RawCount:(*config.RawConfig)(0xc4202e4120), RawConfig:(*config.RawConfig)(0xc4202cfe60), Provisioners:[]*config.Provisioner{}, Provider:"", DependsOn:[]string(nil), Lifecycle:config.ResourceLifecycle{CreateBeforeDestroy:false, PreventDestroy:false, IgnoreChanges:[]string(nil)}}
2017/11/08 19:42:14 [TRACE] AttachResourceConfigTransformer: Attach resource config request: alicloud_security_group_rule.all-in
2017/11/08 19:42:14 [TRACE] Attaching resource config: &config.Resource{Mode:0, Name:"all-in", Type:"alicloud_security_group_rule", RawCount:(*config.RawConfig)(0xc4202c7aa0), RawConfig:(*config.RawConfig)(0xc4202c73e0), Provisioners:[]*config.Provisioner(nil), Provider:"", DependsOn:[]string(nil), Lifecycle:config.ResourceLifecycle{CreateBeforeDestroy:false, PreventDestroy:false, IgnoreChanges:[]string(nil)}}
2017/11/08 19:42:14 [TRACE] AttachResourceConfigTransformer: Attach resource config request: data.alicloud_instance_types.1c2g
2017/11/08 19:42:14 [TRACE] Attaching resource config: &config.Resource{Mode:1, Name:"1c2g", Type:"alicloud_instance_types", RawCount:(*config.RawConfig)(0xc4202cfc80), RawConfig:(*config.RawConfig)(0xc4202cfb00), Provisioners:[]*config.Provisioner{}, Provider:"", DependsOn:[]string(nil), Lifecycle:config.ResourceLifecycle{CreateBeforeDestroy:false, PreventDestroy:false, IgnoreChanges:[]string(nil)}}
2017/11/08 19:42:14 [TRACE] AttachResourceConfigTransformer: Attach resource config request: alicloud_vswitch.default
2017/11/08 19:42:14 [TRACE] Attaching resource config: &config.Resource{Mode:0, Name:"default", Type:"alicloud_vswitch", RawCount:(*config.RawConfig)(0xc4202c6d80), RawConfig:(*config.RawConfig)(0xc4202c69c0), Provisioners:[]*config.Provisioner(nil), Provider:"", DependsOn:[]string(nil), Lifecycle:config.ResourceLifecycle{CreateBeforeDestroy:false, PreventDestroy:false, IgnoreChanges:[]string(nil)}}
2017/11/08 19:42:14 [TRACE] AttachResourceConfigTransformer: Attach resource config request: alicloud_security_group.default
2017/11/08 19:42:14 [TRACE] Attaching resource config: &config.Resource{Mode:0, Name:"default", Type:"alicloud_security_group", RawCount:(*config.RawConfig)(0xc4202c7260), RawConfig:(*config.RawConfig)(0xc4202c6f00), Provisioners:[]*config.Provisioner(nil), Provider:"", DependsOn:[]string(nil), Lifecycle:config.ResourceLifecycle{CreateBeforeDestroy:false, PreventDestroy:false, IgnoreChanges:[]string(nil)}}
2017/11/08 19:42:14 [TRACE] AttachResourceConfigTransformer: Attach resource config request: alicloud_security_group_rule.http-out
2017/11/08 19:42:14 [TRACE] Attaching resource config: &config.Resource{Mode:0, Name:"http-out", Type:"alicloud_security_group_rule", RawCount:(*config.RawConfig)(0xc4202ce300), RawConfig:(*config.RawConfig)(0xc4202c7c20), Provisioners:[]*config.Provisioner(nil), Provider:"", DependsOn:[]string(nil), Lifecycle:config.ResourceLifecycle{CreateBeforeDestroy:false, PreventDestroy:false, IgnoreChanges:[]string(nil)}}
2017/11/08 19:42:14 [TRACE] AttachResourceConfigTransformer: Attach resource config request: alicloud_security_group_rule.ssh
2017/11/08 19:42:14 [TRACE] Attaching resource config: &config.Resource{Mode:0, Name:"ssh", Type:"alicloud_security_group_rule", RawCount:(*config.RawConfig)(0xc4202ce4e0), RawConfig:(*config.RawConfig)(0xc4202d8000), Provisioners:[]*config.Provisioner(nil), Provider:"", DependsOn:[]string(nil), Lifecycle:config.ResourceLifecycle{CreateBeforeDestroy:false, PreventDestroy:false, IgnoreChanges:[]string(nil)}}
2017/11/08 19:42:14 [TRACE] AttachResourceConfigTransformer: Attach resource config request: alicloud_security_group_rule.boshtarget
2017/11/08 19:42:14 [TRACE] Attaching resource config: &config.Resource{Mode:0, Name:"boshtarget", Type:"alicloud_security_group_rule", RawCount:(*config.RawConfig)(0xc4202ced20), RawConfig:(*config.RawConfig)(0xc4202ce660), Provisioners:[]*config.Provisioner(nil), Provider:"", DependsOn:[]string(nil), Lifecycle:config.ResourceLifecycle{CreateBeforeDestroy:false, PreventDestroy:false, IgnoreChanges:[]string(nil)}}
2017/11/08 19:42:14 [TRACE] AttachResourceConfigTransformer: Attach resource config request: alicloud_security_group_rule.boshagent
2017/11/08 19:42:14 [TRACE] Attaching resource config: &config.Resource{Mode:0, Name:"boshagent", Type:"alicloud_security_group_rule", RawCount:(*config.RawConfig)(0xc4202cf560), RawConfig:(*config.RawConfig)(0xc4202ceea0), Provisioners:[]*config.Provisioner(nil), Provider:"", DependsOn:[]string(nil), Lifecycle:config.ResourceLifecycle{CreateBeforeDestroy:false, PreventDestroy:false, IgnoreChanges:[]string(nil)}}
2017/11/08 19:42:14 [TRACE] AttachResourceConfigTransformer: Attach resource config request: alicloud_eip.default
2017/11/08 19:42:14 [TRACE] Attaching resource config: &config.Resource{Mode:0, Name:"default", Type:"alicloud_eip", RawCount:(*config.RawConfig)(0xc4202cf980), RawConfig:(*config.RawConfig)(0xc4202cf6e0), Provisioners:[]*config.Provisioner(nil), Provider:"", DependsOn:[]string(nil), Lifecycle:config.ResourceLifecycle{CreateBeforeDestroy:false, PreventDestroy:false, IgnoreChanges:[]string(nil)}}
2017/11/08 19:42:14 [TRACE] AttachResourceConfigTransformer: Attach resource config request: alicloud_vpc.default
2017/11/08 19:42:14 [TRACE] Attaching resource config: &config.Resource{Mode:0, Name:"default", Type:"alicloud_vpc", RawCount:(*config.RawConfig)(0xc4202c6840), RawConfig:(*config.RawConfig)(0xc4202c6600), Provisioners:[]*config.Provisioner(nil), Provider:"", DependsOn:[]string(nil), Lifecycle:config.ResourceLifecycle{CreateBeforeDestroy:false, PreventDestroy:false, IgnoreChanges:[]string(nil)}}
2017/11/08 19:42:14 [TRACE] Graph after step *terraform.AttachResourceConfigTransformer:

alicloud_eip.default - *terraform.NodePlannableResource
alicloud_security_group.default - *terraform.NodePlannableResource
alicloud_security_group_rule.all-in - *terraform.NodePlannableResource
alicloud_security_group_rule.boshagent - *terraform.NodePlannableResource
alicloud_security_group_rule.boshtarget - *terraform.NodePlannableResource
alicloud_security_group_rule.http-out - *terraform.NodePlannableResource
alicloud_security_group_rule.ssh - *terraform.NodePlannableResource
alicloud_vpc.default - *terraform.NodePlannableResource
alicloud_vswitch.default - *terraform.NodePlannableResource
data.alicloud_instance_types.1c2g - *terraform.NodePlannableResource
data.alicloud_zones.default - *terraform.NodePlannableResource
